rowNumber," name"," position"," height"," foot"
618," Atiba Hutchinson"," M"," 185"," Right"
619," Kaspars Gorkšs"," D"," 191"," Left"
620," Dušan Djurić"," M"," 180"," Right"
621," Grégory Bourillon"," D"," 187"," Right"
622," Jimmy Briand"," A"," 181"," Right"
623," Björn Vleminckx"," A"," 183"," Right"
624," Marco Né"," M"," 183"," Right"
625," Dean Bowditch"," A"," 180"," Right"
626," Malik Fathi"," D"," 185"," Left"
627," Sofian Chahed"," D"," 178"," Right"
628," Alexander Ludwig"," M"," 177"," Right"
629," Ryan Jarvis"," A"," 183"," Right"
630," Scott Brown"," M"," 178"," Right"
631," Stephen Dobbie"," M"," 173"," Right"
632," Craig Beattie"," A"," 183"," Right"
633," Kirk Broadfoot"," D"," 191"," Right"
634," David Preece"," GK"," 188"," Right"
635," Marouane Chamakh"," A"," 188"," Right"
636," Steve Sidwell"," M"," 178"," Right"
637," Ron Stam"," D"," 175"," Right"
638," Lorik Cana"," M"," 186"," Right"
639," Benni McCarthy"," A"," 183"," Right"
640," Angel"," D"," 180"," Right"
641," Martín Demichelis"," D"," 184"," Right"
642," Jan Frederiksen"," D"," 184"," Left"
643," Doni"," GK"," 194"," Right"
644," Patrick Milchraum"," D"," 174"," Left"
645," Niki Zimling"," M"," 178"," Right"
646," Anders Lindegaard"," GK"," 193"," Right"
647," Chris Millar"," M"," 175"," Right"
648," Martin Lanig"," M"," 190"," Right"
649," Rubinho"," GK"," 186"," Right"
650," Fabinho"," M"," 186"," Right"
651," Fabrício"," M"," 180"," Right"
652," Anderson"," D"," 186"," Right"
653," Renato Abreu"," M"," 183"," Left"
654," Kléber"," D"," 177"," Left"
655," Marc Planus"," D"," 180"," Right"
656," Michael Liendl"," M"," 175"," Left"
657," Damien Perquis"," D"," 184"," Right"
658," David Suarez"," A"," 184"," Right"
659," Carlos Alberto"," M"," 178"," Right"
660," Junior Cesar"," D"," 166"," Left"
661," Rodolfo"," D"," 183"," Left"
662," Diego"," GK"," 186"," Right"
663," Cássio"," D"," 168"," Left"
664," Andrezinho"," M"," 178"," Right"
665," Jônatas"," M"," 181"," Right"
666," Fábio"," GK"," 188"," Right"
667," Jefferson"," GK"," 187"," Left"
668," Daniel"," M"," 180"," Left"
669," Cicinho"," D"," 172"," Right"
670," André Luiz"," D"," 185"," Right"
671," Fábio Júnior"," A"," 186"," Right"
672," Gomes"," GK"," 191"," Right"
673," Eric Marester"," D"," 172"," Right"
674," Maicon"," D"," 184"," Right"
675," Edu Dracena"," D"," 186"," Right"
676," Artur Moraes"," GK"," 192"," Right"
677," Deivid"," A"," 180"," Right"
678," Mota"," A"," 177"," Left"
679," Cris"," D"," 183"," Right"
680," Dagoberto"," A"," 175"," Right"
681," Gilberto"," D"," 180"," Left"
682," Tinga"," M"," 170"," Right"
683," Adriano"," D"," 180"," Right"
684," Gabriel Tamaş"," D"," 188"," Right"
685," Nilmar"," A"," 180"," Right"
686," Daniel Carvalho"," M"," 178"," Left"
687," Thomas Sørensen"," GK"," 196"," Right"
688," Pablo Ibáñez"," D"," 192"," Right"
689," Pablo García"," M"," 186"," Left"
690," Ayoze"," D"," 175"," Left"
691," Veljko Paunovic"," M"," 184"," Right"
692," Sergio García"," A"," 175"," Right"
693," Francisco Palencia"," A"," 171"," Right"
694," Ricardo"," GK"," 187"," Left"
695," Rivera"," M"," 170"," Right"
696," Alexis"," D"," 183"," Right"
697," Geijo"," A"," 184"," Right"
698," David García"," D"," 178"," Left"
699," Mainz"," D"," 187"," Right"
700," Iriney"," M"," 179"," Right"
701," Tote"," A"," 177"," Left"
702," Juanlu"," A"," 172"," Left"
703," Anthony Réveillère"," D"," 180"," Right"
704," Héctor Font"," M"," 170"," Right"
705," Marcos Senna"," M"," 177"," Right"
706," Gerard"," D"," 184"," Right"
707," Andy Gray"," A"," 185"," Right"
708," Simon Francis"," D"," 191"," Right"
709," Killian Overmeire"," M"," 188"," Right"
710," Tore André Flo"," A"," 193"," Right"
711," Luís Alberto"," M"," 183"," Right"
712," Jonas Ivens"," D"," 188"," Right"
713," Wes Morgan"," D"," 185"," Left"
714," Gregor Robertson"," D"," 183"," Left"
715," Stefan Reisinger"," A"," 185"," Right"
716," Júlio Sérgio"," GK"," 187"," Right"
717," Alex"," D"," 189"," Right"
718," Pereira"," D"," 188"," Right"
719," Elano"," M"," 174"," Right"
720," Diego"," M"," 173"," Right"
721," Robinho"," A"," 172"," Right"
722," Marcelo Mattos"," M"," 179"," Right"
723," Marcinho"," A"," 171"," Right"
724," Léo Moura"," D"," 176"," Right"
725," Fábio Simplício"," M"," 173"," Right"
726," Julio Baptista"," A"," 185"," Right"
727," Luís Fabiano"," A"," 183"," Right"
728," Tom Muyters"," GK"," 187"," Left"
729," Han Jae Woong"," A"," 178"," Right"
730," Choi Won Kwon"," D"," 176"," Right"
731," Jeong Shung Hoon"," A"," 187"," Right"
732," Kim Gi Dong"," M"," 171"," Right"
733," Jo Gook Jung"," A"," 185"," Right"
734," Lee Jong Min"," D"," 174"," Right"
735," Son Seung Jun"," D"," 186"," Right"
736," Hyun Young Min"," D"," 179"," Right"
737," Choi Hyun"," GK"," 192"," Right"
738," Choi Tae Uk"," A"," 173"," Right"
739," Park Yong Ho"," D"," 183"," Right"
740," Kim Dong Jin"," D"," 183"," Left"
741," Cho Sung Hwan"," D"," 183"," Right"
742," Namkung Do"," A"," 186"," Right"
743," Namkung Woong"," A"," 184"," Right"
744," Lee Dong Gook"," A"," 185"," Right"
745," Ko Chang Hyun"," M"," 171"," Right"
746," Kim Byung Ji"," GK"," 184"," Right"
747," Kim Yong Dae"," GK"," 189"," Right"
748," Kim Chi Gon"," D"," 183"," Left"
749," Josh Wolff"," A"," 173"," Left"
750," Kim Young Kwang"," GK"," 184"," Right"
751," Khalid Boulahrouz"," D"," 183"," Right"
752," Jason Oost"," A"," 184"," Right"
753," Joost Broerse"," M"," 184"," Left"
754," Martin Jørgensen"," M"," 179"," Left"
755," Ramon Zomer"," D"," 184"," Left"
756," Bogdan Lobonţ"," GK"," 185"," Right"
757," Denis Berger"," M"," 181"," Left"
758," Andrew Johnson"," A"," 170"," Right"
759," Sérgio Pinto"," M"," 176"," Right"
760," Gábor Gyepes"," D"," 191"," Left"
761," Szabolcs Huszti"," M"," 173"," Left"
762," Zoltán Gera"," M"," 183"," Right"
763," Stijn Schaars"," M"," 178"," Left"
764," Michaël Ciani"," D"," 189"," Right"
765," Marek Mintál"," A"," 183"," Right"
766," Francesco Antonioli"," GK"," 187"," Right"
767," Paolo Acerbis"," GK"," 202"," Right"
768," Giuseppe Biava"," D"," 180"," Right"
769," Riccardo Colombo"," M"," 183"," Right"
770," Edoardo Gorini"," D"," 186"," Right"
771," Cristian Raimondi"," D"," 182"," Right"
772," Pierre Regonesi"," D"," 186"," Left"
773," Alessandro Budel"," M"," 182"," Right"
774," Marco Amelia"," GK"," 190"," Right"
775," Brian Carroll"," M"," 178"," Right"
776," Daniele Portanova"," D"," 185"," Right"
777," Salvatore Aronica"," D"," 181"," Left"
778," Andrea Barzagli"," D"," 186"," Right"
779," Franco Brienza"," A"," 171"," Left"
780," Salvatore Bruno"," A"," 183"," Right"
781," Walter Bressan"," GK"," 185"," Right"
782," Paolo Bianco"," D"," 184"," Right"
783," Matteo Centurioni"," D"," 190"," Right"
784," Pasquale Foggia"," M"," 167"," Left"
785," Francesco Parravicini"," M"," 175"," Right"
786," Gianluca Grava"," D"," 172"," Right"
787," Massimo Paci"," D"," 190"," Right"
788," Domenico Giampá"," M"," 168"," Right"
789," Houssine Kharja"," M"," 180"," Right"
790," Dominik Reinhardt"," D"," 188"," Right"
791," Stefan Kießling"," A"," 191"," Right"
792," Ricardo Clark"," M"," 178"," Right"
793," Paul Boertien"," D"," 178"," Left"
794," Mike Magee"," M"," 175"," Right"
795," Eddie Gaven"," M"," 183"," Right"
796," Shalrie Joseph"," M"," 191"," Right"
797," Pat Noonan"," A"," 183"," Right"
798," Lionel Cappone"," GK"," 182"," Right"
799," John Terry"," D"," 187"," Right"
800," Arnaud Maire"," D"," 181"," Right"
801," David Sauget"," D"," 175"," Right"
802," Éric Mouloungui"," A"," 186"," Left"
803," Daniel Baier"," M"," 175"," Right"
804," Christophe Lepoint"," M"," 189"," Right"
805," Giampaolo Pazzini"," A"," 180"," Right"
806," Jiayi Shao"," M"," 188"," Left"
807," Biagio Pagano"," M"," 180"," Right"
808," Massimo Gobbi"," D"," 183"," Left"
809," Alessandro Gazzi"," M"," 179"," Right"
810," Mattia Cassani"," D"," 184"," Right"
811," Alan Smith"," M"," 178"," Right"
812," Papa Waigo"," A"," 185"," Right"
813," Daniele Gastaldello"," D"," 185"," Right"
814," Luca Antonini"," D"," 182"," Right"
815," Matteo Paro"," M"," 179"," Left"
816," Steven Gerrard"," M"," 183"," Right"
817," Thomas Job"," M"," 170"," Right"
818," Maurizio Lanzaro"," D"," 183"," Right"
819," Giulio Migliaccio"," M"," 178"," Right"
820," Jan-Ingwer Callsen-Bracker"," M"," 187"," Right"
821," Souleymane Diamoutene"," D"," 184"," Right"
822," Alessandro Rosina"," M"," 168"," Left"
823," Jürgen Gjasula"," M"," 186"," Right"
824," Oliver Schröder"," M"," 183"," Right"
825," Erminio Rullo"," D"," 179"," Left"
826," Simone Loria"," D"," 186"," Right"
827," Obafemi Martins"," A"," 170"," Left"
828," Brian Wilson"," D"," 178"," Right"
829," Goran Pandev"," A"," 184"," Left"
830," Chris Iwelumo"," A"," 191"," Right"
831," Arnold Kruiswijk"," D"," 187"," Left"
832," Alexander Huber"," D"," 174"," Right"
833," Michele Pazienza"," M"," 178"," Right"
834," Torsten Mattuschka"," M"," 186"," Right"
835," Danko Lazović"," A"," 184"," Right"
836," Georgios Samaras"," A"," 193"," Right"
837," Boy Waterman"," GK"," 188"," Left"
838," Christian Eigler"," A"," 185"," Right"
839," Goitia"," GK"," 188"," Right"
840," Stephen McPhail"," M"," 173"," Left"
841," Gary Teale"," M"," 175"," Right"
842," Dario Kresic"," GK"," 195"," Right"
843," Alexander Bugera"," D"," 180"," Left"
844," Jan Glinker"," GK"," 187"," Right"
845," Peter Odemwingie"," A"," 182"," Right"
846," Michel Vorm"," GK"," 183"," Right"
847," Bas van den Brink"," D"," 188"," Right"
848," Anouar Hadouir"," M"," 173"," Right"
849," Jeroen Verhoeven"," GK"," 197"," Right"
850," Karim Bridji"," M"," 173"," Right"
851," Martin Stoll"," D"," 187"," Right"
852," Florian Dick"," D"," 184"," Right"
853," Necat Aygün"," D"," 190"," Right"
854," Francesco Benussi"," GK"," 188"," Right"
855," Simone Rizzato"," M"," 174"," Left"
856," Kossi Agassa"," GK"," 190"," Right"
857," Domenico Maietta"," D"," 185"," Right"
858," Glen Johnson"," D"," 182"," Right"
859," Robert Huth"," D"," 191"," Right"
860," Valerio Di Cesare"," D"," 187"," Left"
861," Marcos"," GK"," 193"," Right"
862," Vágner Love"," A"," 173"," Right"
863," Thiago Gentil"," M"," 180"," Left"
864," Elson"," M"," 172"," Left"
865," Lúcio"," D"," 176"," Left"
866," Diego Cavalieri"," GK"," 191"," Left"
867," Marco Storari"," GK"," 187"," Right"
868," Landry Bonnefoi"," GK"," 184"," Right"
869," Alessandro Parisi"," D"," 184"," Left"
870," Christian Stuff"," D"," 199"," Right"
871," Yann Jouffre"," M"," 175"," Right"
872," Marcel Eger"," D"," 191"," Right"
873," Jordan Lotiès"," D"," 190"," Right"
874," Gennaro Bracigliano"," GK"," 183"," Right"
875," Thomas Burgstaller"," D"," 192"," Left"
876," Roman Kienast"," A"," 191"," Right"
877," Nat Borchers"," D"," 189"," Right"
878," Ludovic Obraniak"," M"," 174"," Left"
879," Shavar Thomas"," D"," 185"," Right"
880," Pape Malikou Diakhaté"," D"," 184"," Right"
881," Nicky Hunt"," D"," 185"," Right"
882," Jesper Jørgensen"," M"," 185"," Right"
883," Taylor Graham"," D"," 193"," Right"
884," Jack Jewsbury"," M"," 183"," Right"
885," Bruno Alves"," D"," 189"," Right"
886," Esteban Cambiasso"," M"," 177"," Left"
887," György Garics"," D"," 183"," Right"
888," Krzysztof Bąk"," D"," 188"," Right"
889," John Welsh"," M"," 170"," Right"
890," Darren Potter"," M"," 185"," Right"
891," Jon Otsemobor"," D"," 178"," Right"
892," Zak Whitbread"," D"," 188"," Left"
893," Herculez Gomez"," A"," 178"," Right"
894," Jamal Campbell-Ryce"," M"," 170"," Right"
895," Michael Turner"," D"," 193"," Right"
896," Stacy Long"," M"," 173"," Right"
897," Lloyd Sam"," A"," 173"," Right"
898," Joey Barton"," M"," 180"," Right"
899," Russell Anderson"," D"," 180"," Right"
900," Darren Mackie"," A"," 175"," Right"
901," Chris Clark"," M"," 173"," Left"
902," Kevin Rutkiewicz"," D"," 185"," Left"
903," Ryan Esson"," GK"," 185"," Right"
904," Zander Diamond"," D"," 189"," Right"
905," Richard Foster"," D"," 176"," Right"
906," Lloyd Dyer"," A"," 173"," Left"
907," Tamika Mkandawire"," D"," 183"," Right"
908," Arron Davies"," M"," 175"," Right"
909," Chris Baird"," D"," 179"," Right"
910," Josh Saunders"," GK"," 193"," Right"
911," Roger Levesque"," A"," 188"," Right"
912," Todd Dunivant"," D"," 183"," Left"
913," Brian Ching"," A"," 183"," Right"
914," Arturo Alvarez"," M"," 175"," Left"
915," Mounir El Hamdaoui"," A"," 183"," Right"
916," Brett Holman"," A"," 176"," Right"
917," Gino Coutinho"," GK"," 180"," Right"
918," Patrick McCarthy"," D"," 185"," Right"
919," Nadjim Abdou"," M"," 180"," Right"
920," Kees Kwakman"," D"," 187"," Left"
921," Sebastian Olszar"," A"," 180"," Right"
922," Christian Thonhofer"," D"," 177"," Right"
923," Marc Janko"," A"," 196"," Left"
924," David Fox"," M"," 175"," Right"
925," James Milner"," M"," 176"," Right"
926," Matthew Kilgallon"," D"," 188"," Left"
927," Arnaud Bühler"," D"," 187"," Left"
928," Andy Whing"," D"," 183"," Right"
929," Gary McSheffrey"," A"," 173"," Left"
930," Chris Kirkland"," GK"," 191"," Right"
931," Jonathan Walters"," A"," 183"," Right"
932," Diego Lugano"," D"," 188"," Right"
933," Kaká"," M"," 186"," Right"
934," Ricardinho"," M"," 176"," Left"
935," Souza"," M"," 173"," Right"
936," Gabriel"," D"," 171"," Right"
937," Diego Tardelli"," A"," 179"," Right"
938," Kléber"," A"," 173"," Right"
939," Roman Hubník"," D"," 192"," Right"
940," Gonçalo Brandão"," D"," 182"," Left"
941," Ruben Amorim"," M"," 180"," Right"
942," David Rozehnal"," D"," 191"," Right"
943," João Paulo"," D"," 182"," Right"
944," Amaya"," D"," 192"," Left"
945," Vladan Kujovic"," GK"," 185"," Right"
946," Roel Brouwers"," D"," 192"," Right"
947," Ken Leemans"," M"," 186"," Right"
948," Ahmed Ammi"," D"," 179"," Right"
949," David van Zanten"," D"," 178"," Right"
950," Babacar Guèye"," A"," 186"," Left"
951," Niels Wellenberg"," D"," 179"," Right"
952," Demy de Zeeuw"," M"," 176"," Right"
953," Danny Buijs"," M"," 182"," Right"
954," Alberto Aguilar"," M"," 184"," Right"
955," Perico"," M"," 178"," Left"
956," Paco Esteban"," A"," 182"," Right"
957," José Luis Acciari"," M"," 182"," Right"
958," Guirane N'Daw"," M"," 190"," Left"
959," Jean-Pascal Mignot"," D"," 183"," Left"
960," Benjani"," A"," 188"," Right"
961," Hassan Yebda"," M"," 187"," Right"
962," James McEveley"," D"," 183"," Left"
963," Leandre Griffit"," M"," 172"," Right"
964," Yoann Folly"," M"," 175"," Right"
965," Almen Abdi"," M"," 182"," Right"
966," Blerim Džemaili"," M"," 179"," Right"
967," Andrés D'Alessandro"," M"," 174"," Left"
968," Diego"," GK"," 188"," Left"
969," Stéphen Drouin"," D"," 186"," Right"
970," Emerse Faé"," M"," 174"," Right"
971," Chris O'Grady"," A"," 191"," Right"
972," Billy Jones"," D"," 180"," Right"
973," Joleon Lescott"," D"," 188"," Left"
974," Kasper Risgård"," M"," 183"," Right"
975," Stéphane Dumont"," M"," 183"," Right"
976," Darren Fletcher"," M"," 184"," Right"
977," Daniel Nardiello"," A"," 180"," Right"
978," Kieran Richardson"," M"," 175"," Left"
979," Ben Williams"," GK"," 188"," Right"
980," Fernando Cavenaghi"," A"," 181"," Right"
981," Rickie Lambert"," A"," 188"," Right"
982," Germán Lux"," GK"," 186"," Right"
983," Maxi López"," A"," 188"," Right"
984," Alejandro Domínguez"," A"," 175"," Right"
985," Dean Brill"," GK"," 188"," Right"
986," Danny Whitaker"," M"," 178"," Right"
987," Dean Lewington"," D"," 180"," Left"
988," Nigel Reo-Coker"," M"," 175"," Right"
989," Lino"," D"," 185"," Left"
990," Davide Moscardelli"," A"," 185"," Left"
991," Pietro Accardi"," D"," 176"," Left"
992," Matteo Contini"," D"," 184"," Left"
993," Daniele Di Donato"," M"," 173"," Right"
994," Michele Ferri"," D"," 182"," Left"
995," Evans Soligo"," M"," 176"," Right"
996," Titus Bramble"," D"," 185"," Right"
997," Christian Terlizzi"," D"," 194"," Right"
998," Luca Rigoni"," M"," 185"," Right"
999," Roberto Vitiello"," D"," 177"," Right"
1000," Matteo Abbate"," D"," 184"," Right"
1001," Cristian Bertani"," A"," 171"," Right"
1002," Ayodele Stephen Makinwa"," A"," 186"," Right"
1003," Davide Succi"," A"," 184"," Right"
1004," Bryan Bergougnoux"," M"," 178"," Right"
1005," Julien Viale"," A"," 180"," Right"
1006," Antolín Alcaraz"," D"," 187"," Right"
1007," Giorgio Chiellini"," D"," 186"," Left"
1008," Maurizio Ciaramitaro"," M"," 180"," Right"
1009," Tomas Danilevicius"," A"," 190"," Right"
1010," Nicola Pavarini"," GK"," 188"," Right"
1011," Marc Pfertzel"," D"," 182"," Right"
1012," Pável Pardo"," M"," 174"," Right"
1013," Sebastián Abreu"," A"," 193"," Left"
1014," Álvaro Ortíz"," D"," 178"," Right"
1015," Oswaldo Sánchez"," GK"," 184"," Right"
1016," Manuel de la Torre"," D"," 170"," Left"
1017," Israel López"," M"," 166"," Right"
1018," Israel Castro"," M"," 176"," Right"
1019," Ismael Íñiguez"," A"," 168"," Right"
1020," Luke Oliver"," D"," 200"," Right"
1021," Sebastián Battaglia"," M"," 180"," Right"
1022," Nicolás Burdisso"," D"," 182"," Right"
1023," Rolando Schiavi"," D"," 192"," Right"
1024," Clemente Rodríguez"," D"," 167"," Left"
1025," Wilfredo Caballero"," GK"," 186"," Right"
1026," Leonardo Ponzio"," M"," 178"," Right"
1027," Nani"," A"," 175"," Right"
1028," Manuel José"," A"," 174"," Right"
1029," João Tomás"," A"," 188"," Right"
1030," Kwak Hee Ju"," D"," 184"," Right"
1031," Helton"," GK"," 189"," Right"
1032," Paulo Assunção"," M"," 174"," Right"
1033," Paul Robinson"," GK"," 193"," Right"
1034," Fabrizio Zambrella"," M"," 182"," Right"
1035," Anthony Favre"," GK"," 194"," Right"
1036," Juan de Dios Ibarra"," GK"," 183"," Right"
1037," Walter Erviti"," M"," 170"," Left"
1038," Luis Pérez"," M"," 170"," Right"
1039," Brian Howard"," M"," 173"," Left"
1040," Héctor Reynoso"," D"," 184"," Right"
1041," Luis Michel"," GK"," 178"," Right"
1042," Rafael Medina"," D"," 177"," Right"
1043," Clinton Morrison"," A"," 178"," Right"
1044," Alberto Medina"," A"," 172"," Right"
1045," Omar Bravo"," A"," 169"," Right"
1046," Isaac Romo"," A"," 191"," Right"
1047," Miguel Sabah"," A"," 175"," Right"
1048," Carlos Salcido"," D"," 176"," Left"
1049," Fabián Vargas"," M"," 178"," Right"
1050," André Amougou"," D"," 183"," Right"
1051," Lucien Aubey"," D"," 181"," Left"
1052," Davide Callà"," M"," 175"," Right"
1053," Boštjan Cesar"," D"," 191"," Left"
1054," David Nugent"," A"," 181"," Right"
